Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Last Updated Date,44706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio,MUS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1600000,1300000,1560000,1020000,3609999.8999999999,3899999.8999999999,3142995.0502531999,2270213.4130166802,4380787.8123855898,1743787.42730488,1171220.50952489,671400.66305198101,1747520.1310390099,1623071.5348231499,4927417.2123231702,7965040.1652579997,7425912.59824639,17160761.130228899,23739137.391187899,35803826.506635003,41040223.904696897,17377628.5393475,14714189.715595299,14732526.727495,19988456.0634434,18692860.9567485,36661330.282555901,55277851.540502198,12170393.849783201,49353190.636128798,265641239.441185,-27675565.713683799,32073116.084795501,62630665.276514001,13894736.404987199,41776995.778691098,106758059.10891899,340763853.71808797,377724738.06253999,256680711.82091501,429941788.69999999,433331010.89999998,589018302.79999995,293369157.10000002,455562151.80000001,216455188.30000001,378764432.30000001,479995890.30000001,460511368.19999999,471422103.39999998,245941042.19999999,
Malawi,MWI,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8599999.9000000004,9599999.9000000004,10100000,7700000,22699999.899999999,22109999.899999999,9699999.9000000004,5537539.5868506804,9125979.1152868699,-1224173.13630506,9481641.5424147099,1116945.1859526001,6000000,2553705.8548027198,27289999.899999999,523530.76919359103,-2930000,90549.260495508206,17440000,9289999.9000000004,23300000,-28699999.899999999,-7099999.9000000004,8000000,24992617.8909746,5643045.5792718204,15797661.1266005,14868714.3613082,12104230.402425,58528206.283045404,25999996.361222599,19299991.0892369,5899999.3588624196,65885630.022228204,107811374.01292001,139696402.63468999,35561803.981251702,124388649.054177,195425887.191773,49130371.225841597,97010558.692678899,812751769.84863305,-8885976.2190226298,451362406.59584302,598086538.121966,287746689.24666899,115700000,90200000,77012306.002160996,55267849.610551402,45238933.731954798,
Malasia,MYS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,100000000,114000000,172000000,570819254.59540498,350491202.931934,381259652.11245602,405885818.52504897,499991004.96536499,573467421.83978701,933903976.26089704,1264688331.1686201,1397196045.41608,1260527733.3550601,797476861.32282805,694712466.22925401,488874111.042602,422679709.984833,719418050.36690199,1667871568.7209499,2332455289.06142,3998448522.4600601,5183358086.4023895,5005642759.8825998,4341800916.3229704,4178239335.0380998,5078414947.8773899,5136514575.6747198,2163401815.5757298,3895263157.8947401,3787631578.9473701,553947368.42105305,3192894736.8421001,3218947368.4210501,4376052631.5789499,3924786634.7386799,7690731245.66747,9071369834.8385906,7572512432.3363504,114664434.56228,10885801851.6194,15119439203.9543,8895774250.7040195,11296279513.9209,10619431582.9781,9857162111.8232899,13470089920.806999,9368469822.6614609,8304480741.6526699,9154921685.0393391,4313013745.45469,
América del Norte,NAC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3047117680.3067398,3043318428.3666601,3380873961.07408,5114571500.5418901,7263538434.6826496,5696183402.5797701,5360721215.7578697,6291826624.0888596,9240191707.6894894,13357737031.126259,22553268734.788029,26343720808.269733,21320061244.113148,16118560061.876919,30905261448.851681,10886760213.69256,33655677620.684952,71832306053.611649,64106400040.334198,82951648940.449219,79631707941.434357,38064220103.043747,37328240062.865257,54408460316.697052,65481029101.656578,82737593613.337097,106477677647.29379,137367100421.69051,236231908298.16492,339965544687.09869,417495250856.08362,200928898831.23819,135546825376.8819,124130692709.04631,215925016545.21802,167939926940.9281,362677133096.86682,467681638453.79828,411383143974.14197,181963342593.14679,293976454801.32733,301577464438.86963,299761599199.27325,355213770824.09802,316027180345.1106,571277113850.95349,508516658366.97491,405892691729.49988,257014178420.09711,350750883152.45941,238333054798.785,
Namibia,NAM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,16359999.9,9000000,-170000,-1510000,-480000,29567264.722033899,120449858.129188,118232231.782392,55267528.1671983,97977966.457308501,153015438.01703,128693897.273987,90972979.014220595,96232390.369465098,51102943.737442203,196350763.26258701,379336366.38713199,147535758.471973,65110887.107780397,223561311.21572801,389850790.39106297,610197796.107759,669182903.35766602,750426324.20291102,829054473.35843897,287528974.44129002,803600584.60382295,1041555413.14223,777073646.37671697,445582247.85942698,838879062.71592999,358727049.60592502,280476974.99884701,234372724.53350401,-176478261.583527,-162793102.29108801,
Nueva Caledonia,NCL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40626091.770000003,103041207.90000001,59055445.661443397,116048161.873983,27480195.730609201,-6738759.0013989098,749088411.73488903,417453934.43620801,1746369905.06476,1182295527.61516,1439085573.3654799,1758141868.63992,2682824680.9075298,2166812151.0282502,1757035866.7192099,1203895440.0871699,809821138.38059998,410145855.80000001,249817258,661760628.89999998,442822278.30000001,
Níger,NER,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2720000,-5299999.9000000004,900000,1000000,6908881.3952799505,22555805.050949,9889077.6821705699,12850065.2378702,42657877.309367903,46788844.804733098,49119755.007197902,-6112652.7106477302,28216139.9055706,1215012.50762237,1446367.6823884801,-9382033.12946078,-12408104.961236499,6405210.6825806098,2155460.2627633102,-1564222.6261856901,40809537.228373401,11240419.504043199,56390110.905115902,-34157055.699513398,4075974.1726020402,2233804.50010766,8630591.3895238992,18959363.852485701,-1764551.0105694099,1605268.5320866001,15767212.3689839,22587455.083808001,7827441.9350837898,18529138.9736301,24411286.900851201,49753596.829022497,40310044.141164497,99073671.932166204,283076206.88646501,633819197.13475394,796636157.88331902,1067186136.05029,841227436.91778803,719338470.49515402,822967023.29991603,529476871.09061199,301332480.59252602,338710710.13915998,466042272.99692303,717147639.39869595,360653574.57115299,
Nigeria,NGA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,205000000,286000000,305000000,373000000,257000000,470120000,339000000,440514242.45646,210933271.43260401,309598869.22621,-738870004.37097204,542327289.07040596,430611256.45415801,364434580.20390898,189164784.85917801,485581320.93223798,193214907.53480399,610552091.46846795,378667097.69375998,1884249738.78897,587882970.62847197,712373362.47116995,896641282.47239995,1345368587.00054,1959219858.1560299,335842164.96400499,499276809.47100699,469577019.80724502,299566658.25891,1004915630.7093199,1140167556.0158899,1190618643.59162,1874070753.1401401,2005353563.0639801,1874060886.9760799,4982533930.2173901,4854353979.0908098,6036021404.8207102,8194071895.46245,8555990006.7168198,6026253091.3471498,8841062050.7726002,7069908427.9365101,5562857987.4696598,4693828631.8958302,3064168904.45333,3453258407.9847999,2412974916.2326398,775247400.00302899,2305099811.7035799,2385277665.91608,
Nicaragua,NIC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,15000000,13300000,10000000,13199999.9,13800000,10900000,12900000,10000000,7000000,2800000,12533333.300000001,-30000,9966666.5999999996,100000,7444444.4000000004,-10000,60000,2410000,-90000,2799999.8999999999,670000,42000000,15000000,38800000,46700000,88900000,120000000,203400000,218200000,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000,775700000,965100000,1076800000,967000000,989100000,1035400000,837600000,503000000,182300000,
Países Bajos,NLD,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,632596684.62502694,752897735.48025894,754553458.33369803,1118995448.40256,1103114453.6316099,1232377357.4123099,581098299.08907402,605297449.11387706,1082145422.59481,1715155179.12549,2278377890.29283,1799058373.1208501,1227497017.7511401,1357995933.68448,1716938277.2397699,1504626364.02807,3129068297.9640999,3029037166.5567799,4781352995.5733099,8559308808.2172403,10675649732.624599,5623819474.59132,6186517513.0071497,6380304064.2108202,7126515355.2335396,12206170578.6541,16604370594.2964,11033361089.867399,37618898706.316101,41161898489.816902,63109732334.527702,51998915897.641502,25485041348.332901,20456442247.9524,139920688181.89099,209888825342.07501,375506013118.29401,733826501994.52405,195530109750.28,95851297436.264999,115753273228.715,332071022439.73199,239668927458.95901,328677379048.20697,117627297064.436,322579599791.77301,233359184424.56,213647718972.371,-344707712635.44897,-169297602701.59601,-149321661691.84,
Noruega,NOR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,64000000,94000000,121000000,209000000,346000000,219677309.75293899,371391272.28084898,768296209.74681997,489814167.58023602,401356278.15985203,59815997.652017303,668006461.00445294,450026119.56607997,332396807.78183103,-177399975.79768899,-424225256.61657101,1018718111.85879,190047506.05131701,280910586.82481098,1510287425.1468501,1001987071.6005599,-353675743.89188802,-668114802.99906099,991524094.74735796,2736393919.7778802,2392766980.23558,3827495491.0907602,4514609379.6299801,5645870320.8584204,5822113545.61374,8332062185.9955196,3190216069.0008001,3011752930.3411498,4179380423.1736898,4918494986.3239603,10058759829.627899,11877923790.1756,24806091102.688301,20578219685.114799,8635762892.0963993,21634265662.592999,10296323075.6966,27897968327.933399,-1368607170.8397,3242240088.1546202,7274086872.4720898,-18668572814.423698,5900604723.7885904,-5664319361.8219604,16329824317.677,-3805714993.3193498,
Nepal,NPL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,30000,-10000,250000,,-40000,0,410000,300000,300000,-230000,-30000,-600000,950000,650000,1169999.8999999999,1389999.8999999999,680000,420000,5940000,2220000,0,0,0,0,19160171.093968101,23056467.765551999,12024659.898572801,4351068.6821270604,-484826.71227488102,20850000,-5952541.1270463197,14778085.606513601,-417346.38390429597,2451784.7070998298,-6647983.90370767,5741706.0532087199,995123.93066950794,38271269.974830203,87741711.6305985,94022157.116785198,91954196.096452802,74179632.614795193,30402676.784735002,51895699.9282915,105996375.59065901,196265098.563575,68261793.943998694,185563265.63442501,126626337.460302,
Nauru,NRU,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,NZL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,146000000,110000000,126690000,207650000,251610000,138169999.90000001,277639999.89999998,154319999.90000001,273740000,350540000,334086570.30000001,176961979.19999999,274648997.10000002,243190336.5,116213810.7,225366591.40000001,389408099.69999999,237229723.40000001,155922431.90000001,433573543,1684763155,1691366072,1088200066,2211822687,2616630695,2849961939,3918617040,1917456791,1825772782,941464111.60000002,-1507812033.25805,259321576.796312,2848556986.6385198,-3363941288.0430002,2319819298.42871,1906665963.7581201,2912645686.5686302,4335506075.9373999,2591966537.0292702,-52385533.238735698,286306902.9756,1378410924.3987899,3846884018.5178099,-69519935.420030802,3251563602.3094001,-73372796.421178102,2008111275.18134,2390035935.4773698,2516488849.6392999,2921028186.9614401,4057542348.23944,
Miembros OCDE,OED,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9171306506.2870007,10961571598.66942,12143308303.53454,15898839721.022472,22496025637.972042,17430030565.949497,15985177412.039835,20836168023.35141,26119152646.854122,34903283436.125549,48603270158.081024,49510863367.219879,41798064083.830498,38760062787.208977,43930168237.105339,34353219474.121716,70192075505.786697,122905411705.53809,141483703803.74872,177127953244.65033,209701168533.62219,142699131242.98566,141641045352.10541,162463407767.49231,188400894574.47379,262353732544.88391,287135310796.90491,357734709314.47217,620425222962.58582,996433652621.79529,1313476291138.0205,696952796961.4657,595035958415.15723,521437320542.56976,717041990701.76025,1188281407662.2129,1611730467813.0566,2333739353184.1133,1636496012090.0088,760481440943.30847,1016011908295.5955,1352489108447.3423,1085280062765.8041,1155764559571.0222,957093118836.98706,1636225025369.0701,1882319557283.7385,1358123291753.2969,212631277227.78516,673359322319.34082,467928405074.97076,
Omán,OMN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3020000,-270000,1710000,1486666.6000000001,-61088593.11259,106253619.300097,81354951.017240703,48060220.173886001,86276780.794084504,117544875.846974,98436595.536874905,62536190.105779402,182107701.74321899,154603358.872621,158078735.56081399,161264639.03646499,140320778.71050999,34850455.136541001,91807542.262678802,112353706.11183301,142262678.80364099,135240572.17165199,104291287.386216,142002600.78023401,76462938.8816645,46293888.166449897,60599999.211963601,64499999.161248401,101999999.33680101,40099999.739271797,82000000,5201560.4681404401,109232769.83094899,24967490.247074101,111053315.994798,1538361508.4525399,1596098829.6489,3332119635.89077,2951885565.6697001,1485825747.7243199,1242652795.8387499,1629144343.30299,1364629388.8166399,1612430962.2886901,1286345903.7711301,-2172431729.5188599,2265279583.8751602,2917295188.5565701,5941222366.7100096,4376853055.91677,2859557867.3602099,
Otros Estados pequeos,OSS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,130719999.90000001,91244861.393623695,62565198.854244746,70281890.096203566,161658172.07938853,241323459.21375012,91391172.324855894,143037622.84521553,258612737.13662347,501281451.43714839,-107782335.89910124,364568259.05586278,318682104.63921463,284227447.88554549,314433714.39072502,339504980.30662417,292995782.2607044,356230148.46720999,588611832.6429956,456413423.10602164,597369123.86335588,1071437670.6605806,1587330626.8835883,-62940143.298780344,974783872.88576984,2280463419.5307822,4298829603.8825111,2859741500.1986847,3417909786.6959329,3867882668.0685272,4541232253.6893415,3973739394.4190879,3283321899.2863717,5955648663.2311983,14283664259.974722,35089805623.066986,41728746071.231895,59876572384.186394,39755243840.129524,82690968220.140732,54287084467.343452,59179226042.192894,84278452387.133423,35307202658.399307,61956538136.104164,37802022918.58902,15432995190.082924,19157821458.773235,7067493834.6954498,52547970070.124565,9897200320.0932102,
Pakistán,PAK,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,23000000,1000000,17000000,-4000000,4000000,25000000,8220530.1678892104,15223204.014609599,32273192.510972399,58254127.362572797,63632992.781068303,108084748.503728,63833091.6241583,29457026.664815899,55510169.7116457,131389252.24671499,105730331.820871,129377643.59248,186491557.33337,210599917.11983001,245262963.46075901,258414487.035348,336479857.13061702,348556957.81418502,421024638.45428801,722631560.660743,921976182.51982999,716253125.44090796,506000000,532000000,308000000,378000000,826000000,534000000,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2022000000,1326000000,859000000,1333000000,1887000000,1673000000,2576000000,2496000000,1737000000,2234000000,2105000000,
Panamá,PAN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,10900000,-2500000,49800000,252300000,303200000,366600000,79400000,22200000,67300000,126100000,-447900000,-460500000,51500000,135500000,124700000,150500000,177000000,401500000,281300000,428300000,1312200000,1315200000,1043500000,827800000,606800000,247100000,1050600000,1277900000,1104400000,2944300000,2224000000,2390000000,1085500000,2549100000,4395600000,3381900000,3799000000,4984400000,5119300000,5248354450.21,4082062468.9400001,5267261731.5699997,4451229386.9499998,-2154734383.8499999,
